name_x,abv,ibu,id,style,brewery_id,ounces,name_y,city,state,region
Bohemian Pils,0.052,30,2224,American Pilsner,143,16,Narragansett Brewing Company,Providence,RI,northeast
Autocrat Coffee Milk Stout,0.053,30,1775,Milk / Sweet Stout,143,16,Narragansett Brewing Company,Providence,RI,northeast
Narragansett Bohemian Pilsner,0.086,35,1291,German Pilsener,143,16,Narragansett Brewing Company,Providence,RI,northeast
Narragansett Summer Ale,0.042,24,1093,American Pale Wheat Ale,143,12,Narragansett Brewing Company,Providence,RI,northeast
Narragansett Cream Ale,0.05,22,580,Cream Ale,143,16,Narragansett Brewing Company,Providence,RI,northeast
Narragansett Porter,0.07,22,316,American Porter,143,16,Narragansett Brewing Company,Providence,RI,northeast
Narragansett Bock,0.065,32,315,Bock,143,16,Narragansett Brewing Company,Providence,RI,northeast
Narragansett Fest Lager,0.055,15,314,Märzen / Oktoberfest,143,16,Narragansett Brewing Company,Providence,RI,northeast
Old Grogham Imperial India Pale Ale,0.085,86,1265,American Double / Imperial IPA,387,16,Natian Brewery,Portland,OR,west
Old Grogham Imperial India Pale Ale (2012),0.085,86,747,American Double / Imperial IPA,387,16,Natian Brewery,Portland,OR,west
Wick For Brains,0.061,11,1705,Pumpkin Ale,337,12,Nebraska Brewing Company,Papillion,NE,midwest
Nebraska India Pale Ale,0.065,65,1148,American IPA,337,12,Nebraska Brewing Company,Papillion,NE,midwest
EOS Hefeweizen,0.048,10,1147,Hefeweizen,337,12,Nebraska Brewing Company,Papillion,NE,midwest
Brunette Nut Brown Ale,0.048,15,1146,English Brown Ale,337,12,Nebraska Brewing Company,Papillion,NE,midwest
Cardinal Pale Ale,0.057,29,1145,American Pale Ale (APA),337,12,Nebraska Brewing Company,Papillion,NE,midwest
Slow Ride,0.045,40,2475,American IPA,82,12,New Belgium Brewing Company,Fort Collins,CO,west
Ranger IPA,0.065,70,2230,American IPA,82,12,New Belgium Brewing Company,Fort Collins,CO,west
Shift,0.05,29,1987,American Pale Lager,82,12,New Belgium Brewing Company,Fort Collins,CO,west
1554 Black Lager,0.056,21,1978,Euro Dark Lager,82,12,New Belgium Brewing Company,Fort Collins,CO,west
Fat Tire Amber Ale,0.052,18,1586,American Amber / Red Ale,82,12,New Belgium Brewing Company,Fort Collins,CO,west
Shift (1),0.05,29,952,American Pale Lager,82,12,New Belgium Brewing Company,Fort Collins,CO,west
Fat Tire Amber Ale (2011),0.052,18,748,American Amber / Red Ale,82,12,New Belgium Brewing Company,Fort Collins,CO,west
Ranger IPA (Current),0.065,70,115,American IPA,82,12,New Belgium Brewing Company,Fort Collins,CO,west
Fat Tire Amber Ale (2008),0.052,18,71,American Amber / Red Ale,82,12,New Belgium Brewing Company,Fort Collins,CO,west
Weiss Trash Culture,0.034,6,1417,Berliner Weissbier,410,12,New England Brewing Company,Woodbridge,CT,northeast
Gandhi-Bot Double IPA (12 oz.),0.088,85,320,American Double / Imperial IPA,410,12,New England Brewing Company,Woodbridge,CT,northeast
Gandhi-Bot Double IPA (16 oz.) (2010),0.088,85,42,American Double / Imperial IPA,410,16,New England Brewing Company,Woodbridge,CT,northeast
Skylight,0.056,20,2043,Dunkelweizen,241,12,New Republic Brewing Company,College Station,TX,south
Kadigan,0.056,30,2042,American Blonde Ale,241,12,New Republic Brewing Company,College Station,TX,south
Dammit Jim!,0.052,50,2041,American Amber / Red Ale,241,12,New Republic Brewing Company,College Station,TX,south
Cream Ale,0.042,35,2050,Cream Ale,238,12,Newburgh Brewing Company,Newburgh,NY,northeast
Jam Session,0.051,31,1622,American Pale Ale (APA),359,16,NoDa Brewing Company,Charlotte,NC,south
Hop Drop 'N Roll IPA,0.072,80,1621,American IPA,359,16,NoDa Brewing Company,Charlotte,NC,south
Get Together,0.045,50,2692,American IPA,0,16,NorthGate Brewing ,Minneapolis,MN,midwest
Maggie's Leap,0.049,26,2691,Milk / Sweet Stout,0,16,NorthGate Brewing ,Minneapolis,MN,midwest
Wall's End,0.048,19,2690,English Brown Ale,0,16,NorthGate Brewing ,Minneapolis,MN,midwest
Pumpion,0.06,38,2689,Pumpkin Ale,0,16,NorthGate Brewing ,Minneapolis,MN,midwest
Stronghold,0.06,25,2688,American Porter,0,16,NorthGate Brewing ,Minneapolis,MN,midwest
Parapet ESB,0.056,47,2687,Extra Special / Strong Bitter (ESB),0,16,NorthGate Brewing ,Minneapolis,MN,midwest
Three Skulls Ale Pale Ale,0.063,42,1226,American Pale Ale (APA),450,16,Northwest Brewing Company,Pacific,WA,west
5 Day IPA,0.061,66,1258,American IPA,442,12,O'Fallon Brewery,O'Fallon,MO,midwest
O'Fallon Wheach,0.051,7,128,Fruit / Vegetable Beer,442,12,O'Fallon Brewery,O'Fallon,MO,midwest
Watershed IPA,0.067,70,2331,American IPA,150,12,Oakshire Brewing,Eugene,OR,west
Oakshire Amber Ale,0.054,24,1669,American Amber / Red Ale,150,12,Oakshire Brewing,Eugene,OR,west
Overcast Espresso Stout,0.058,27,1668,American Stout,150,12,Oakshire Brewing,Eugene,OR,west
Watershed IPA (2013),0.067,70,999,American IPA,150,12,Oakshire Brewing,Eugene,OR,west
Lake Monster,0.082,25,2247,Baltic Porter,184,16,Oasis Texas Brewing Company,Austin,TX,south
London Homesick Ale,0.049,27,2071,English Bitter,184,12,Oasis Texas Brewing Company,Austin,TX,south
Luchesa Lager,0.048,35,2070,Keller Bier / Zwickel Bier,184,12,Oasis Texas Brewing Company,Austin,TX,south
Perpetual Darkness,0.092,72,2335,Belgian Strong Dark Ale,148,12,Odyssey Beerwerks,Arvada,CO,west
Clan Warrior,0.087,29,2334,Scotch Ale / Wee Heavy,148,12,Odyssey Beerwerks,Arvada,CO,west
Psycho Penguin Vanilla Porter,0.054,36,2333,American Porter,148,12,Odyssey Beerwerks,Arvada,CO,west
The Hole in Hadrian's Wall,0.095,19,1059,Scottish Ale,471,16,Okoboji Brewing Company,Spirit Lake,IA,midwest
33 Select Brown Ale,0.065,26,1058,American Brown Ale,471,16,Okoboji Brewing Company,Spirit Lake,IA,midwest
Midwest Charm Farmhouse Ale,0.06,29,603,Saison / Farmhouse Ale,471,16,Okoboji Brewing Company,Spirit Lake,IA,midwest
Boji Blue Pale Ale,0.05,45,602,American Pale Ale (APA),471,16,Okoboji Brewing Company,Spirit Lake,IA,midwest
Winter Games Select #32 Stout,0.057,26,601,American Stout,471,16,Okoboji Brewing Company,Spirit Lake,IA,midwest
Boji Beach Golden Rye Ale,0.05,23,600,Rye Beer,471,16,Okoboji Brewing Company,Spirit Lake,IA,midwest
Falling Down Brown Ale,0.065,65,1487,American Brown Ale,301,16,Old Forge Brewing Company,Danville,PA,northeast
Old Forge Pumpkin Ale,0.046,20,1394,Pumpkin Ale,301,16,Old Forge Brewing Company,Danville,PA,northeast
Pinner Throwback IPA,0.049,35,2302,American IPA,166,12,Oskar Blues Brewery,Longmont,CO,west
Dale's Pale Ale,0.065,65,1444,American Pale Ale (APA),166,12,Oskar Blues Brewery,Longmont,CO,west
Mama's Little Yella Pils,0.053,35,1167,Czech Pilsener,166,19.2,Oskar Blues Brewery,Longmont,CO,west
Dale's Pale Ale (10 Year Anniversary),0.065,65,892,American Pale Ale (APA),166,12,Oskar Blues Brewery,Longmont,CO,west
Dale's Pale Ale (2012),0.065,65,828,American Pale Ale (APA),166,12,Oskar Blues Brewery,Longmont,CO,west
Gordon Imperial Red (2010),0.087,85,806,American Double / Imperial IPA,166,12,Oskar Blues Brewery,Longmont,CO,west
Dale's Pale Ale (2011),0.065,65,755,American Pale Ale (APA),166,12,Oskar Blues Brewery,Longmont,CO,west
Dale's Pale Ale (2010),0.065,65,754,American Pale Ale (APA),166,12,Oskar Blues Brewery,Longmont,CO,west
G'KNIGHT (16 oz.),0.087,85,726,American Double / Imperial IPA,166,16,Oskar Blues Brewery,Longmont,CO,west
HGH (Home Grown Hops): Part Duh,0.08,70,585,American Strong Ale,166,12,Oskar Blues Brewery,Longmont,CO,west
One Hit Wonder,0.09,60,391,American Double / Imperial IPA,166,12,Oskar Blues Brewery,Longmont,CO,west
G'KNIGHT (12 oz.),0.087,85,388,American Double / Imperial IPA,166,12,Oskar Blues Brewery,Longmont,CO,west
Ten Fidy Imperial Stout,0.099,98,8,Russian Imperial Stout,166,12,Oskar Blues Brewery,Longmont,CO,west
GUBNA Imperial IPA,0.099,100,6,American Double / Imperial IPA,166,12,Oskar Blues Brewery,Longmont,CO,west
Old Chub,0.08,35,5,Scottish Ale,166,12,Oskar Blues Brewery,Longmont,CO,west
Gordon Ale (2009),0.087,85,4,American Double / Imperial IPA,166,12,Oskar Blues Brewery,Longmont,CO,west
Gordon (2005),0.092,85,805,American Double / Imperial IPA,503,12,Oskar Blues Brewery,Lyons,CO,west
Ten Fidy Imperial Stout (2008),0.095,98,804,Russian Imperial Stout,503,12,Oskar Blues Brewery,Lyons,CO,west
Ten Fidy Imperial Stout (2007),0.099,98,803,Russian Imperial Stout,503,12,Oskar Blues Brewery,Lyons,CO,west
Old Chub (2008),0.08,35,787,Scottish Ale,503,12,Oskar Blues Brewery,Lyons,CO,west
Old Chub (2004),0.08,35,786,Scottish Ale,503,12,Oskar Blues Brewery,Lyons,CO,west
Old Chub (2003),0.08,35,785,Scottish Ale,503,12,Oskar Blues Brewery,Lyons,CO,west
Dale's Pale Ale (2008),0.065,65,745,American Pale Ale (APA),503,12,Oskar Blues Brewery,Lyons,CO,west
Dale's Pale Ale (2006),0.065,65,744,American Pale Ale (APA),503,12,Oskar Blues Brewery,Lyons,CO,west
Dale's Pale Ale (2004),0.065,65,743,American Pale Ale (APA),503,12,Oskar Blues Brewery,Lyons,CO,west
Dale's Pale Ale (2003),0.065,65,742,American Pale Ale (APA),503,12,Oskar Blues Brewery,Lyons,CO,west
Dale's Pale Ale (2002),0.065,65,741,American Pale Ale (APA),503,12,Oskar Blues Brewery,Lyons,CO,west
Gordon Beer (2006),0.087,60,733,American Double / Imperial IPA,503,12,Oskar Blues Brewery,Lyons,CO,west
G'KNIGHT,0.087,85,1533,American Double / Imperial IPA,389,12,Oskar Blues Brewery (North Carol...,Brevard,NC,south
Ten Fidy,0.099,98,1532,Russian Imperial Stout,389,12,Oskar Blues Brewery (North Carol...,Brevard,NC,south
Deviant Dale's IPA,0.08,85,1328,American Double / Imperial IPA,389,16,Oskar Blues Brewery (North Carol...,Brevard,NC,south
Fresh Slice White IPA,0.055,45,1908,American White IPA,275,12,Otter Creek Brewing,Middlebury,VT,northeast
Overgrown American Pale Ale,0.055,55,1946,American Pale Ale (APA),261,12,Otter Creek Brewing,Waterbury,VT,northeast
Ozark American Pale Ale,0.04,39,1961,American Pale Ale (APA),259,12,Ozark Beer Company,Rogers,AR,south
Rustic Red,0.052,23,1268,Irish Red Ale,441,16,Pateros Creek Brewing Company,Fort Collins,CO,west
Stimulator Pale Ale,0.053,48,697,American Pale Ale (APA),441,16,Pateros Creek Brewing Company,Fort Collins,CO,west
Old Town Ale,0.045,22,696,Kölsch,441,16,Pateros Creek Brewing Company,Fort Collins,CO,west
Car 21,0.044,28,695,English Bitter,441,16,Pateros Creek Brewing Company,Fort Collins,CO,west
Cache La Porter,0.05,24,694,American Porter,441,16,Pateros Creek Brewing Company,Fort Collins,CO,west
Rodeo Rye Pale Ale,0.042,35,1805,American Pale Ale (APA),307,12,Payette Brewing Company,Garden City,ID,west
Outlaw IPA,0.062,65,1048,American IPA,307,12,Payette Brewing Company,Garden City,ID,west
Payette Pale Ale,0.048,35,890,American Pale Ale (APA),307,12,Payette Brewing Company,Garden City,ID,west
Mutton Buster,0.055,25,775,American Brown Ale,307,12,Payette Brewing Company,Garden City,ID,west
Summer Session Ale,0.05,61,1930,American Pale Wheat Ale,266,12,Peak Organic Brewing Company,Portland,ME,northeast
Lobo Lito,0.04,12,2238,Light Lager,187,12,Pedernales Brewing Company,Fredericksburg,TX,south
Robert Earl Keen Honey Pils,0.05,17,2144,American Pilsner,187,12,Pedernales Brewing Company,Fredericksburg,TX,south
Mound Builder IPA,0.065,77,2175,American IPA,205,12,People's Brewing Company,Lafayette,IN,midwest
Amazon Princess IPA,0.062,62,2168,American IPA,205,12,People's Brewing Company,Lafayette,IN,midwest
Hotbox Brown,0.055,10,2633,American Brown Ale,13,12,Perrin Brewing Company,Comstock Park,MI,midwest
Gold,0.048,15,2632,American Blonde Ale,13,12,Perrin Brewing Company,Comstock Park,MI,midwest
98 Problems (Cuz A Hop Ain't One),0.065,65,2630,American IPA,13,12,Perrin Brewing Company,Comstock Park,MI,midwest
Veteran’s Pale Ale (VPA),0.05,40,2629,American Pale Ale (APA),13,12,Perrin Brewing Company,Comstock Park,MI,midwest
Grapefruit IPA,0.05,35,2628,American IPA,13,12,Perrin Brewing Company,Comstock Park,MI,midwest
Sparkle,0.041,12,2635,American Pale Lager,11,16,Petoskey Brewing,Petoskey,MI,midwest
North 45 Amber Ale,0.059,25,1404,American Amber / Red Ale,11,16,Petoskey Brewing,Petoskey,MI,midwest
Horny Monk,0.069,20,1403,Dubbel,11,16,Petoskey Brewing,Petoskey,MI,midwest
Mind's Eye PA,0.067,74,1402,American IPA,11,16,Petoskey Brewing,Petoskey,MI,midwest
Camelback,0.061,60,2312,American IPA,157,12,Phoenix Ale Brewery,Phoenix,AZ,west
Elephant Rock IPA,0.07,75,1384,American IPA,355,12,Pikes Peak Brewing Company,Monument,CO,west
Hot Date Ale,0.06,20,1791,Chile Beer,314,16,Piney River Brewing Company,Bucryus,MO,midwest
Sweet Potato Ale,0.06,24,1491,Fruit / Vegetable Beer,314,16,Piney River Brewing Company,Bucryus,MO,midwest
Float Trip Ale,0.045,18,1335,American Blonde Ale,314,16,Piney River Brewing Company,Bucryus,MO,midwest
Old Tom Porter,0.055,25,847,American Porter,314,16,Piney River Brewing Company,Bucryus,MO,midwest
Black Walnut Wheat,0.045,18,846,American Dark Wheat Ale,314,16,Piney River Brewing Company,Bucryus,MO,midwest
McKinney Eddy Amber Ale,0.055,20,521,American Amber / Red Ale,314,16,Piney River Brewing Company,Bucryus,MO,midwest
Missouri Mule India Pale Ale,0.07,70,479,American IPA,314,16,Piney River Brewing Company,Bucryus,MO,midwest
GreyBeard™ IPA,0.069,51,1760,American IPA,324,12,Pisgah Brewing Company,Black Mountain,NC,south
Pisgah Pale Ale,0.057,31,1759,American Pale Ale (APA),324,12,Pisgah Brewing Company,Black Mountain,NC,south
Mazzie,0.054,45,2553,American Pale Ale (APA),55,12,Pollyanna Brewing Company,Lemont,IL,south
Morning Wood Wheat (Current),0.059,14,2360,American Pale Wheat Ale,135,12,Pug Ryan's Brewery,Dillon,CO,west
Hideout Helles,0.069,17,1463,Munich Helles Lager,135,12,Pug Ryan's Brewery,Dillon,CO,west
Dead Eye Dunkel,0.06,15,1462,Munich Dunkel Lager,135,12,Pug Ryan's Brewery,Dillon,CO,west
Peacemaker Pilsner,0.058,21,1461,Czech Pilsener,135,12,Pug Ryan's Brewery,Dillon,CO,west
Over the Rail Pale Ale,0.057,68,711,American Pale Ale (APA),135,12,Pug Ryan's Brewery,Dillon,CO,west
Pallavicini Pilsner (2009),0.058,21,188,Czech Pilsener,135,12,Pug Ryan's Brewery,Dillon,CO,west
Pyramid Hefeweizen (2011),0.052,18,399,Hefeweizen,544,12,Pyramid Breweries,Seattle,WA,west
Haywire Hefeweizen (2010),0.052,18,82,Hefeweizen,544,16,Pyramid Breweries,Seattle,WA,west
Golden Fleece,0.045,35,2031,Belgian Pale Ale,246,12,Quest Brewing Company,Greenville,SC,south
Smoking Mirror,0.055,30,2030,American Porter,246,12,Quest Brewing Company,Greenville,SC,south
Pride of Texas Pale Ale,0.058,60,2229,American Pale Ale (APA),176,12,Rahr & Sons Brewing Company,Fort Worth,TX,south
18th Anniversary Gose,0.044,5,2370,Gose,128,12,Real Ale Brewing Company,Blanco,TX,south
White (2015),0.046,25,2211,Witbier,128,12,Real Ale Brewing Company,Blanco,TX,south
BLAKKR,0.099,85,1861,American Black Ale,128,12,Real Ale Brewing Company,Blanco,TX,south
Firemans #4 Blonde Ale (2013),0.051,21,1718,American Blonde Ale,128,12,Real Ale Brewing Company,Blanco,TX,south
Hans' Pils (2015),0.053,52,1091,German Pilsener,128,12,Real Ale Brewing Company,Blanco,TX,south
Four Squared (2015),0.06,50,1086,American Blonde Ale,128,12,Real Ale Brewing Company,Blanco,TX,south
Firemans #4 Blonde Ale (2015),0.051,21,830,American Blonde Ale,128,12,Real Ale Brewing Company,Blanco,TX,south
Watership Brown Ale,0.072,55,1021,American Brown Ale,475,12,Red Hare Brewing Company,Marietta,GA,south
Gangway IPA,0.062,55,938,American IPA,475,12,Red Hare Brewing Company,Marietta,GA,south
Farmer's Daughter Blonde,0.051,17,2516,American Blonde Ale,68,16,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD,south
Pump House IPA,0.055,45,2515,American IPA,68,16,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD,south
Honey Rye,0.058,18,2512,Rye Beer,68,16,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD,south
Long Hammer IPA,0.065,44,945,American IPA,487,16,Redhook Brewery,Woodinville,WA,west
Copper Hook (2011),0.058,27,339,American Amber / Red Ale,487,12,Redhook Brewery,Woodinville,WA,west
Blood Orange Wit,0.05,16,2087,Witbier,225,16,Refuge Brewery,Temecula,CA,west
Consilium,0.05,40,2414,American Pale Ale (APA),110,12,Renegade Brewing Company,Denver,CO,west
Hammer & Sickle,0.09,60,1581,Russian Imperial Stout,110,12,Renegade Brewing Company,Denver,CO,west
Redacted Rye IPA,0.07,100,1176,American IPA,110,16,Renegade Brewing Company,Denver,CO,west
Elevation Triple India Pale Ale,0.099,100,1006,American Double / Imperial IPA,110,12,Renegade Brewing Company,Denver,CO,west
5:00 O'Clock Afternoon Ale,0.05,25,1005,American Blonde Ale,110,16,Renegade Brewing Company,Denver,CO,west
Ryeteous Rye IPA (2012),0.07,100,636,American IPA,110,16,Renegade Brewing Company,Denver,CO,west
Fist City,0.055,40,2576,American Pale Ale (APA),44,12,Revolution Brewing Company,Chicago,IL,south
Rosa Hibiscus Ale,0.058,15,609,Herbed / Spiced Beer,44,12,Revolution Brewing Company,Chicago,IL,south
Fistmas Ale,0.061,31,418,Herbed / Spiced Beer,44,12,Revolution Brewing Company,Chicago,IL,south
Oktoberfest Revolution,0.057,25,417,Märzen / Oktoberfest,44,12,Revolution Brewing Company,Chicago,IL,south
Eugene Porter,0.068,28,416,American Porter,44,12,Revolution Brewing Company,Chicago,IL,south
Anti-Hero IPA,0.065,70,415,American IPA,44,12,Revolution Brewing Company,Chicago,IL,south
Bottom Up Belgian Wit,0.05,14,414,Witbier,44,12,Revolution Brewing Company,Chicago,IL,south
Hustle,0.057,42,2452,American Amber / Red Ale,93,12,Rhinegeist Brewery,Cincinnati,OH,midwest
Pure Fury,0.055,42,2451,American Pale Ale (APA),93,12,Rhinegeist Brewery,Cincinnati,OH,midwest
Dad,0.06,60,2132,American Amber / Red Ale,93,12,Rhinegeist Brewery,Cincinnati,OH,midwest
Panther,0.058,35,1993,American Porter,93,12,Rhinegeist Brewery,Cincinnati,OH,midwest
Franz,0.052,21,1992,Märzen / Oktoberfest,93,12,Rhinegeist Brewery,Cincinnati,OH,midwest
Zen,0.043,45,1935,American Pale Ale (APA),93,12,Rhinegeist Brewery,Cincinnati,OH,midwest
Truth,0.072,75,1852,American IPA,93,12,Rhinegeist Brewery,Cincinnati,OH,midwest
Cougar,0.048,25,1851,American Blonde Ale,93,12,Rhinegeist Brewery,Cincinnati,OH,midwest
Lil SIPA,0.05,55,1771,American IPA,321,16,Rivertown Brewing Company,Lockland,OH,midwest
Hop Bomber Rye Pale Ale,0.055,60,1654,American Pale Ale (APA),321,16,Rivertown Brewing Company,Lockland,OH,midwest
Jah Mon,0.05,100,2579,American IPA,43,12,Rivertowne Brewing Company,Export,PA,northeast
12th Round,0.076,78,1577,American Strong Ale,376,16,RoughTail Brewing Company,Midwest City,OK,south
RoughTail IPA,0.07,80,1576,American IPA,376,16,RoughTail Brewing Company,Midwest City,OK,south
Sundown,0.071,36,2304,Saison / Farmhouse Ale,164,12,Round Guys Brewing,Lansdale,PA,northeast
Original Slacker Ale,0.056,40,1842,English Brown Ale,164,12,Round Guys Brewing,Lansdale,PA,northeast
Dog Days Summer Ale,0.045,28,1552,Kölsch,164,12,Round Guys Brewing,Lansdale,PA,northeast
1881 California Red,0.056,35,1479,American Amber / Red Ale,397,12,Ruhstaller Beer Company,Sacramento,CA,west
CAPT Black IPA,0.073,55,1478,American Black Ale,397,12,Ruhstaller Beer Company,Sacramento,CA,west
Ruhstaller's Gilt Edge Lager Beer,0.048,42,1370,American Amber / Red Lager,397,12,Ruhstaller Beer Company,Sacramento,CA,west
1881 California Red Ale,0.056,35,882,American Amber / Red Ale,397,16,Ruhstaller Beer Company,Sacramento,CA,west
Saint Archer White Ale,0.05,15,1868,Witbier,288,12,Saint Archer Brewery,San Diego,CA,west
Saint Archer IPA,0.068,66,1867,American IPA,288,12,Saint Archer Brewery,San Diego,CA,west
Saint Archer Pale Ale,0.052,40,1865,American Pale Ale (APA),288,12,Saint Archer Brewery,San Diego,CA,west
Saint Archer Blonde,0.048,22,1864,Kölsch,288,12,Saint Archer Brewery,San Diego,CA,west
Sex Panther,0.069,20,2599,American Porter,30,12,SanTan Brewing Company,Chandler,AZ,west
Winter Warmer (Vault Series),0.095,25,2073,Winter Warmer,30,16,SanTan Brewing Company,Chandler,AZ,west
Count Hopula (Vault Series),0.091,99,2063,American Double / Imperial IPA,30,16,SanTan Brewing Company,Chandler,AZ,west
SunSpot Golden Ale,0.05,15,1934,American Blonde Ale,30,12,SanTan Brewing Company,Chandler,AZ,west
Epicenter Amber Ale,0.055,20,1073,American Amber / Red Ale,30,12,SanTan Brewing Company,Chandler,AZ,west
SanTan HefeWeizen,0.05,15,1072,Hefeweizen,30,12,SanTan Brewing Company,Chandler,AZ,west
Hop Shock IPA,0.07,85,1071,American IPA,30,12,SanTan Brewing Company,Chandler,AZ,west
Sex Panther (2014),0.069,20,852,American Porter,30,12,SanTan Brewing Company,Chandler,AZ,west
Devil’s Ale,0.055,45,850,American Pale Ale (APA),30,12,SanTan Brewing Company,Chandler,AZ,west
Mr. Pineapple,0.05,20,777,Fruit / Vegetable Beer,30,12,SanTan Brewing Company,Chandler,AZ,west
American Idiot Ale (2012),0.055,45,764,American Pale Ale (APA),30,12,SanTan Brewing Company,Chandler,AZ,west
Hop Shock IPA (2010),0.07,85,317,American IPA,30,12,SanTan Brewing Company,Chandler,AZ,west
SanTan HefeWeizen (2010),0.05,15,286,Hefeweizen,30,12,SanTan Brewing Company,Chandler,AZ,west
Devil’s Ale (2010),0.055,45,285,American Pale Ale (APA),30,12,SanTan Brewing Company,Chandler,AZ,west
Epicenter Amber Ale (2010),0.055,20,124,American Amber / Red Ale,30,12,SanTan Brewing Company,Chandler,AZ,west
Sanitas Saison Ale,0.058,20,1392,Saison / Farmhouse Ale,419,12,Sanitas Brewing Company,Boulder,CO,west
Sanitas Black IPA,0.068,65,1391,American Black Ale,419,12,Sanitas Brewing Company,Boulder,CO,west
Giant DIPA,0.089,88,2002,American Double / Imperial IPA,252,16,Santa Cruz Mountain Brewing,Santa Cruz,CA,west
Saison 88,0.055,30,1519,Saison / Farmhouse Ale,392,12,Santa Fe Brewing Company,Santa Fe,NM,west
Black IPA,0.071,95,967,American Black Ale,392,12,Santa Fe Brewing Company,Santa Fe,NM,west
Oval Beach Blonde Ale,0.05,11,1477,American Blonde Ale,398,16,Saugatuck Brewing Company,Douglas,MI,midwest
Schlafly Yakima Wheat Ale,0.05,45,1324,American Pale Wheat Ale,428,12,Schlafly Brewing Company,Saint Louis,MO,midwest
Schlafly IPA,0.045,30,1078,American IPA,428,12,Schlafly Brewing Company,Saint Louis,MO,midwest
Schlafly American Brown Ale,0.05,30,1077,American Brown Ale,428,12,Schlafly Brewing Company,Saint Louis,MO,midwest
Schlafly Hefeweizen,0.041,16,588,Hefeweizen,428,12,Schlafly Brewing Company,Saint Louis,MO,midwest
Schlafly Summer Lager,0.045,17,53,Munich Helles Lager,428,12,Schlafly Brewing Company,Saint Louis,MO,midwest
Blur India Pale Ale,0.074,60,1302,American IPA,432,12,Seabright Brewery,Santa Cruz,CA,west
Frankenlou's IPA,0.07,105,918,American IPA,494,16,Seven Brides Brewery,Silverton,OR,west
Becky's Black Cat Porter,0.07,55,917,American Porter,494,16,Seven Brides Brewery,Silverton,OR,west
Seventh Son of a Seventh Son,0.077,40,2250,American Strong Ale,183,16,Seventh Son Brewing Company,Columbus,OH,midwest
Stone Fort Brown Ale,0.053,20,1768,English Brown Ale,183,16,Seventh Son Brewing Company,Columbus,OH,midwest
Seventh Son Hopped Red Ale,0.077,40,1767,American Amber / Red Ale,183,16,Seventh Son Brewing Company,Columbus,OH,midwest
Humulus Nimbus Super Pale Ale,0.06,53,1766,American Pale Ale (APA),183,16,Seventh Son Brewing Company,Columbus,OH,midwest
Golden Ratio IPA,0.07,68,1765,American IPA,183,16,Seventh Son Brewing Company,Columbus,OH,midwest
Monkey Fist IPA,0.069,65,1539,American IPA,385,12,Shipyard Brewing Company,Portland,ME,northeast
Torpedo,0.072,65,2239,American IPA,83,12,Sierra Nevada Brewing Company,Chico,CA,west
Sierra Nevada Pale Ale,0.056,37,1905,American Pale Ale (APA),83,16,Sierra Nevada Brewing Company,Chico,CA,west
Old Chico Crystal Wheat,0.048,26,1338,American Pale Wheat Ale,83,12,Sierra Nevada Brewing Company,Chico,CA,west
Summerfest,0.05,28,1295,Czech Pilsener,83,12,Sierra Nevada Brewing Company,Chico,CA,west
4Beans,0.1,52,2574,Baltic Porter,46,12,Sixpoint Craft Ales,Brooklyn,NY,northeast
Jammer,0.042,16,2479,Gose,46,12,Sixpoint Craft Ales,Brooklyn,NY,northeast
Rad,0.032,7,2266,Fruit / Vegetable Beer,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Bengali,0.065,62,2090,American IPA,46,24,Sixpoint Craft Ales,Brooklyn,NY,northeast
Sensi Harvest,0.047,50,1962,American Pale Ale (APA),46,12,Sixpoint Craft Ales,Brooklyn,NY,northeast
Hi-Res,0.099,111,1696,American Double / Imperial IPA,46,12,Sixpoint Craft Ales,Brooklyn,NY,northeast
Global Warmer,0.07,70,1608,American Strong Ale,46,12,Sixpoint Craft Ales,Brooklyn,NY,northeast
Autumnation (2013),0.067,74,1591,American IPA,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
The Crisp,0.054,42,1388,German Pilsener,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Sweet Action,0.052,34,1387,Cream Ale,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Righteous Ale,0.063,57,1386,Rye Beer,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Bengali Tiger,0.064,62,1385,American IPA,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
3Beans,0.099,85,1020,Baltic Porter,46,12,Sixpoint Craft Ales,Brooklyn,NY,northeast
Brownstone,0.059,47,778,American Brown Ale,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Apollo,0.052,11,630,American Pale Wheat Ale,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Harbinger,0.049,35,629,Saison / Farmhouse Ale,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Resin,0.091,103,628,American Double / Imperial IPA,46,12,Sixpoint Craft Ales,Brooklyn,NY,northeast
Diesel,0.063,69,525,American Stout,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Autumnation (2011-12) (2011),0.06,48,512,Pumpkin Ale,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
