,Unnamed: 0,abv,ibu,id,name_x,style,brewery_id,ounces,name_y,city,state,region
217,381,0.054000000000000006,19.0,83,Avalanche Ale,American Amber / Red Ale,391,12.0,Breckenridge Brewery,Denver,CO,west
218,383,0.07200000000000001,60.0,1801,Last Stop IPA,American IPA,308,12.0,Brew Bus Brewing,Tampa,FL,south
219,384,0.05,21.0,1800,Rollin Dirty Red Ale,Irish Red Ale,308,12.0,Brew Bus Brewing,Tampa,FL,south
220,385,0.055,28.0,1799,Are Wheat There Yet?,American Pale Wheat Ale,308,12.0,Brew Bus Brewing,Tampa,FL,south
221,453,0.05,15.0,921,Northern Lights Amber Ale,American Amber / Red Ale,493,12.0,Broken Tooth Brewing Company,Anchorage,AK,west
222,454,0.052000000000000005,17.0,920,Polar Pale Ale,American Pale Ale (APA),493,12.0,Broken Tooth Brewing Company,Anchorage,AK,west
223,456,0.061,64.0,648,Fairweather IPA,American IPA,493,12.0,Broken Tooth Brewing Company,Anchorage,AK,west
224,457,0.068,47.0,1279,East India Pale Ale,English India Pale Ale (IPA),437,16.0,Brooklyn Brewery,Brooklyn,NY,northeast
225,465,0.073,85.0,383,Black Adder IBA (Current),American Black Ale,530,16.0,Buckbean Brewing Company,Reno,NV,west
226,467,0.062,42.0,28,Tule Duck Red Ale (Current),American Amber / Red Ale,530,16.0,Buckbean Brewing Company,Reno,NV,west
227,468,0.058,35.0,27,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530,16.0,Buckbean Brewing Company,Reno,NV,west
228,469,0.052000000000000005,40.0,26,Black Noddy Lager (Current),Schwarzbier,530,16.0,Buckbean Brewing Company,Reno,NV,west
229,472,0.06,40.0,2125,1836,American Blonde Ale,214,12.0,Buffalo Bayou Brewing Company,Houston,TX,south
230,473,0.06,20.0,2124,Summer's Wit,Witbier,214,12.0,Buffalo Bayou Brewing Company,Houston,TX,south
231,474,0.09,118.0,2123,More Cowbell,American Double / Imperial IPA,214,16.0,Buffalo Bayou Brewing Company,Houston,TX,south
232,478,0.055,40.0,2478,Pale Alement,American Pale Ale (APA),24,12.0,Burn 'Em Brewing,Michigan City,IN,midwest
233,479,0.099,115.0,2471,Hopkick Dropkick,American Double / Imperial IPA,24,12.0,Burn 'Em Brewing,Michigan City,IN,midwest
234,482,0.068,16.0,2160,Joey Wheat,American Pale Wheat Ale,24,16.0,Burn 'Em Brewing,Michigan City,IN,midwest
235,483,0.07200000000000001,86.0,2158,3:33 Black IPA,American IPA,24,16.0,Burn 'Em Brewing,Michigan City,IN,midwest
236,486,0.05,14.0,2196,Couch Select Lager,American Pale Lager,197,12.0,Burnside Brewing Co.,Portland,OR,west
237,487,0.056,36.0,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517,12.0,Butcher's Brewing,Carlsbad,CA,west
238,499,0.053,25.0,2214,Horny Toad Cerveza,American Blonde Ale,182,16.0,COOP Ale Works,Oklahoma City,OK,south
239,500,0.063,35.0,2213,Native Amber,American Amber / Red Ale,182,16.0,COOP Ale Works,Oklahoma City,OK,south
240,501,0.068,100.0,1442,F5 IPA,American IPA,182,16.0,COOP Ale Works,Oklahoma City,OK,south
241,502,0.063,35.0,170,Native Amber (2013),American Amber / Red Ale,182,16.0,COOP Ale Works,Oklahoma City,OK,south
242,503,0.053,25.0,169,Horny Toad Cerveza (2013),American Blonde Ale,182,16.0,COOP Ale Works,Oklahoma City,OK,south
243,504,0.068,100.0,2315,Hopportunity Knocks IPA,American IPA,155,12.0,Caldera Brewing Company,Ashland,OR,west
244,506,0.056,55.0,1419,Caldera Pale Ale,American Pale Ale (APA),155,12.0,Caldera Brewing Company,Ashland,OR,west
245,507,0.039,16.0,878,Lawnmower Lager,American Adjunct Lager,155,12.0,Caldera Brewing Company,Ashland,OR,west
246,508,0.054000000000000006,24.0,794,Ashland Amber Ale (2009),American Amber / Red Ale,155,12.0,Caldera Brewing Company,Ashland,OR,west
247,509,0.061,94.0,793,Caldera IPA (2009),American IPA,155,12.0,Caldera Brewing Company,Ashland,OR,west
248,510,0.061,94.0,792,Caldera IPA (2007),American IPA,155,12.0,Caldera Brewing Company,Ashland,OR,west
249,511,0.056,55.0,791,Caldera Pale Ale (2010),American Pale Ale (APA),155,12.0,Caldera Brewing Company,Ashland,OR,west
250,512,0.056,55.0,790,Caldera Pale Ale (2009),American Pale Ale (APA),155,12.0,Caldera Brewing Company,Ashland,OR,west
251,513,0.056,55.0,789,Caldera Pale Ale (2005),American Pale Ale (APA),155,12.0,Caldera Brewing Company,Ashland,OR,west
252,514,0.056,55.0,788,Caldera Pale Ale (2007),American Pale Ale (APA),155,12.0,Caldera Brewing Company,Ashland,OR,west
253,515,0.056,55.0,38,Caldera Pale Ale (2011),American Pale Ale (APA),155,12.0,Caldera Brewing Company,Ashland,OR,west
254,516,0.054000000000000006,24.0,37,Ashland Amber Ale,American Amber / Red Ale,155,12.0,Caldera Brewing Company,Ashland,OR,west
255,517,0.061,94.0,36,Caldera IPA,American IPA,155,12.0,Caldera Brewing Company,Ashland,OR,west
256,524,0.099,43.0,2068,Imperial Pumpkin Stout,Pumpkin Ale,230,16.0,Cape Ann Brewing Company,Gloucester,MA,northeast
257,525,0.09,130.0,2067,Dead-Eye DIPA,American Double / Imperial IPA,230,16.0,Cape Ann Brewing Company,Gloucester,MA,northeast
258,526,0.055,64.0,2066,Fisherman's IPA,American IPA,230,12.0,Cape Ann Brewing Company,Gloucester,MA,northeast
259,527,0.054000000000000006,35.0,2065,Fisherman's Pils,German Pilsener,230,12.0,Cape Ann Brewing Company,Gloucester,MA,northeast
260,528,0.055,30.0,2064,Fisherman's Brew,American Amber / Red Ale,230,12.0,Cape Ann Brewing Company,Gloucester,MA,northeast
261,529,0.055,35.0,1928,Cape Cod Red,American Amber / Red Ale,267,16.0,Cape Cod Beer,Hyannis,MA,northeast
262,530,0.049,10.0,1927,Beach Blonde,American Blonde Ale,267,16.0,Cape Cod Beer,Hyannis,MA,northeast
263,531,0.065,80.0,2227,Dark Voyage Black IPA (2013),American Black Ale,192,12.0,Capital Brewery,Middleton,WI,midwest
264,532,0.052000000000000005,28.0,2226,Wisconsin Amber,Vienna Lager,192,12.0,Capital Brewery,Middleton,WI,midwest
265,533,0.046,18.0,2225,Lake House,Munich Helles Lager,192,12.0,Capital Brewery,Middleton,WI,midwest
266,534,0.056,55.0,1954,Ghost Ship White IPA,American IPA,192,12.0,Capital Brewery,Middleton,WI,midwest
267,536,0.062,70.0,1177,Mutiny IPA,American IPA,192,12.0,Capital Brewery,Middleton,WI,midwest
268,545,0.059,22.0,2255,Santa's Secret,Winter Warmer,179,16.0,Carolina Brewery,Pittsboro,NC,south
269,548,0.099,100.0,2094,Epitome,American Black Ale,222,16.0,Carton Brewing Company,Atlantic Highlands,NJ,northeast
270,549,0.039,9.0,1941,Monkey Chased the Weasel,Berliner Weissbier,222,16.0,Carton Brewing Company,Atlantic Highlands,NJ,northeast
271,550,0.078,80.0,1940,077XX,American Double / Imperial IPA,222,16.0,Carton Brewing Company,Atlantic Highlands,NJ,northeast
272,551,0.042,35.0,1439,Boat Beer,American IPA,222,12.0,Carton Brewing Company,Atlantic Highlands,NJ,northeast
273,561,0.048,16.0,1882,Whitecap Wit,Witbier,285,16.0,Catawba Island Brewing,Port Clinton,OH,midwest
274,562,0.078,16.0,1881,Seiche Scottish Ale,Scottish Ale,285,16.0,Catawba Island Brewing,Port Clinton,OH,midwest
275,565,0.085,90.0,2600,Gone A-Rye,American Double / Imperial IPA,29,16.0,Cedar Creek Brewery,Seven Points,TX,south
276,567,0.068,70.0,2052,Dankosaurus,American IPA,29,16.0,Cedar Creek Brewery,Seven Points,TX,south
277,568,0.051,35.0,1584,Scruffy's Smoked Alt,Smoked Beer,29,16.0,Cedar Creek Brewery,Seven Points,TX,south
278,569,0.051,36.0,1182,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),29,16.0,Cedar Creek Brewery,Seven Points,TX,south
279,570,0.05,18.0,1050,The Lawn Ranger,Cream Ale,29,16.0,Cedar Creek Brewery,Seven Points,TX,south
280,573,0.05,40.0,2377,Main St. Virginia Ale,Altbier,122,12.0,Center of the Universe Brewing C...,Ashland,VA,south
281,574,0.045,24.0,1839,Chin Music Amber Lager,American Amber / Red Lager,122,12.0,Center of the Universe Brewing C...,Ashland,VA,south
282,576,0.052000000000000005,42.0,1247,Ray Ray’s Pale Ale,American Pale Ale (APA),122,12.0,Center of the Universe Brewing C...,Ashland,VA,south
283,577,0.051,15.0,1649,Chai Ale,Herbed / Spiced Beer,350,16.0,Central Coast Brewing Company,San Luis Obispo,CA,west
284,578,0.07200000000000001,85.0,1648,Lucky Day IPA,American IPA,350,16.0,Central Coast Brewing Company,San Luis Obispo,CA,west
285,579,0.095,99.0,1647,Terrace Hill Double IPA,American Double / Imperial IPA,350,16.0,Central Coast Brewing Company,San Luis Obispo,CA,west
286,580,0.075,77.0,1646,Catch 23,American Black Ale,350,16.0,Central Coast Brewing Company,San Luis Obispo,CA,west
287,582,0.06,45.0,2056,Black Me Stout,American Stout,236,12.0,Champion Brewing Company,Charlottesville,VA,south
288,583,0.05,22.0,2055,Killer Kolsch,Kölsch,236,12.0,Champion Brewing Company,Charlottesville,VA,south
289,584,0.07,65.0,1933,Missile IPA,American IPA,236,12.0,Champion Brewing Company,Charlottesville,VA,south
290,586,0.065,8.0,2018,Ale Cider,Fruit / Vegetable Beer,250,16.0,Chapman's Brewing,Angola,IN,midwest
291,587,0.055,30.0,2017,Pail Ale,American Pale Ale (APA),250,16.0,Chapman's Brewing,Angola,IN,midwest
292,589,0.08,69.0,2080,8 Barrel,American Strong Ale,226,16.0,Chatham Brewing,Chatham,NY,northeast
293,590,0.055,40.0,2079,Oktoberfest,Märzen / Oktoberfest,226,16.0,Chatham Brewing,Chatham,NY,northeast
294,591,0.057,58.0,2380,IPA #11,American IPA,121,16.0,Cheboygan Brewing Company,Cheboygan,MI,midwest
295,592,0.057,10.0,2379,Blood Orange Honey,Fruit / Vegetable Beer,121,16.0,Cheboygan Brewing Company,Cheboygan,MI,midwest
296,594,0.08900000000000001,126.0,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12.0,Christian Moerlein Brewing Company,Cincinnati,OH,midwest
297,595,0.049,29.0,567,Churchkey Pilsner Style Beer,American Pilsner,526,12.0,Churchkey Can Company,Seattle,WA,west
298,598,0.055,25.0,2349,Cubano Espresso,Bock,141,12.0,Cigar City Brewing Company,Tampa,FL,south
299,599,0.062,65.0,2014,Operation Homefront,American IPA,141,12.0,Cigar City Brewing Company,Tampa,FL,south
300,600,0.08199999999999999,65.0,2013,Wandering Pelican,American Black Ale,141,12.0,Cigar City Brewing Company,Tampa,FL,south
301,605,0.07,60.0,1726,Hopped on the High Seas (Hop #529),American IPA,141,12.0,Cigar City Brewing Company,Tampa,FL,south
302,606,0.07,60.0,1725,Hopped on the High Seas (Calypso),American IPA,141,12.0,Cigar City Brewing Company,Tampa,FL,south
303,608,0.07,60.0,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12.0,Cigar City Brewing Company,Tampa,FL,south
304,609,0.07,60.0,1693,Hopped on the High Seas (Citra),American IPA,141,12.0,Cigar City Brewing Company,Tampa,FL,south
305,610,0.07,60.0,1692,Hopped on the High Seas (Ahtanum),American IPA,141,12.0,Cigar City Brewing Company,Tampa,FL,south
306,613,0.075,70.0,1142,Humidor Series India Pale Ale,American IPA,141,12.0,Cigar City Brewing Company,Tampa,FL,south
307,614,0.075,70.0,1141,Jai Alai IPA Aged on White Oak,American IPA,141,12.0,Cigar City Brewing Company,Tampa,FL,south
308,615,0.08,65.0,1140,José Martí American Porter,American Porter,141,12.0,Cigar City Brewing Company,Tampa,FL,south
309,617,0.055,25.0,1138,Maduro Brown Ale,English Brown Ale,141,12.0,Cigar City Brewing Company,Tampa,FL,south
310,620,0.07200000000000001,75.0,569,Tocobaga Red Ale,American Amber / Red Ale,141,12.0,Cigar City Brewing Company,Tampa,FL,south
311,621,0.075,70.0,546,Jai Alai IPA,American IPA,141,12.0,Cigar City Brewing Company,Tampa,FL,south
312,622,0.05,18.0,545,Florida Cracker Belgian Wit,Witbier,141,12.0,Cigar City Brewing Company,Tampa,FL,south
313,630,0.067,60.0,1772,Jacaranada Rye IPA,American IPA,320,16.0,Claremont Craft Ales,Claremont,CA,west
314,631,0.06,75.0,1393,Cascadian Dark Ale,American Black Ale,418,12.0,Coalition Brewing Company,Portland,OR,west
315,632,0.044,13.0,893,Wheat the People,American Pale Wheat Ale,418,16.0,Coalition Brewing Company,Portland,OR,west
316,633,0.047,17.0,1407,Tybee Island Blonde,American Blonde Ale,415,12.0,Coastal Empire Beer Company,Savannah,GA,south
317,634,0.062,55.0,1406,Savannah Brown Ale,American Brown Ale,415,12.0,Coastal Empire Beer Company,Savannah,GA,south
318,635,0.046,11.0,2438,Rhode Island Blueberry,Kölsch,101,12.0,Coastal Extreme Brewing Company,Newport,RI,northeast
319,636,0.065,75.0,2437,Newport Storm IPA,American IPA,101,12.0,Coastal Extreme Brewing Company,Newport,RI,northeast
320,637,0.052000000000000005,24.0,751,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12.0,Coastal Extreme Brewing Company,Newport,RI,northeast
321,638,0.052000000000000005,24.0,120,Hurricane Amber Ale,American Amber / Red Ale,101,12.0,Coastal Extreme Brewing Company,Newport,RI,northeast
322,640,0.068,75.0,970,Des Moines IPA,American IPA,482,16.0,Confluence Brewing Company,Des Moines,IA,midwest
323,641,0.048,22.0,969,Capital Gold Golden Lager,German Pilsener,482,16.0,Confluence Brewing Company,Des Moines,IA,midwest
324,642,0.056,21.0,968,Farmer John's Multi-Grain Ale,American Blonde Ale,482,16.0,Confluence Brewing Company,Des Moines,IA,midwest
325,650,0.075,29.0,659,Crabtree Oatmeal Stout,Oatmeal Stout,515,16.0,Crabtree Brewing Company,Greeley,CO,west
326,651,0.077,71.0,556,Eclipse Black IPA,American Black Ale,515,16.0,Crabtree Brewing Company,Greeley,CO,west
327,652,0.06,46.0,2538,Neomexicanus Native,American Pale Ale (APA),63,12.0,Crazy Mountain Brewing Company,Edwards,CO,west
328,653,0.075,25.0,2355,Old Soul,Belgian Strong Pale Ale,63,12.0,Crazy Mountain Brewing Company,Edwards,CO,west
329,657,0.052000000000000005,15.0,685,Lava Lake Wit,Witbier,63,12.0,Crazy Mountain Brewing Company,Edwards,CO,west
330,659,0.052000000000000005,25.0,356,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12.0,Crazy Mountain Brewing Company,Edwards,CO,west
331,660,0.065,65.0,2029,Tropicalia,American IPA,247,12.0,Creature Comforts,Athens,GA,south
332,662,0.049,25.0,2293,Aviator Raspberry Blonde,American Blonde Ale,169,12.0,Crooked Fence Brewing Company,Garden City,ID,west
333,672,0.06,31.0,1057,South Ridge Amber Ale,American Amber / Red Ale,472,16.0,Crystal Springs Brewing Company,Boulder,CO,west
334,673,0.052000000000000005,23.0,681,Summertime Ale,Kölsch,472,16.0,Crystal Springs Brewing Company,Boulder,CO,west
335,681,0.05,15.0,1809,The Tradition,American Blonde Ale,227,12.0,DC Brau Brewing Company,Washington,DC,south
336,682,0.053,11.0,1263,El Hefe Speaks,Hefeweizen,227,12.0,DC Brau Brewing Company,Washington,DC,south
337,684,0.092,115.0,851,On the Wings of Armageddon,American Double / Imperial IPA,227,12.0,DC Brau Brewing Company,Washington,DC,south
338,685,0.065,80.0,186,The Corruption,American IPA,227,12.0,DC Brau Brewing Company,Washington,DC,south
339,694,0.063,37.0,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12.0,Dead Armadillo Craft Brewing,Tulsa,OK,south
340,696,0.075,33.0,2251,Oak Cliff Coffee Ale,American Brown Ale,127,12.0,Deep Ellum Brewing Company,Dallas,TX,south
341,697,0.085,100.0,2166,Dream Crusher Double IPA,American Double / Imperial IPA,127,12.0,Deep Ellum Brewing Company,Dallas,TX,south
342,700,0.048,25.0,1202,Farmhouse Wit,Saison / Farmhouse Ale,127,16.0,Deep Ellum Brewing Company,Dallas,TX,south
343,702,0.052000000000000005,23.0,946,Dallas Blonde,American Blonde Ale,127,12.0,Deep Ellum Brewing Company,Dallas,TX,south
344,703,0.07,70.0,943,Deep Ellum IPA,American IPA,127,12.0,Deep Ellum Brewing Company,Dallas,TX,south
345,704,0.045,44.0,1886,Thrasher Session India Pale Ale,American IPA,283,12.0,Defiance Brewing Company,Hays,KS,midwest
346,705,0.05,16.0,1885,Gutch English Style Mild Ale,English Pale Mild Ale,283,12.0,Defiance Brewing Company,Hays,KS,midwest
347,706,0.059,55.0,1213,Chuli Stout,Irish Dry Stout,453,12.0,Denali Brewing Company,Talkeetna,AK,west
348,707,0.056,46.0,1159,Mother Ale,American Blonde Ale,453,12.0,Denali Brewing Company,Talkeetna,AK,west
349,708,0.065,71.0,947,Twister Creek India Pale Ale,American IPA,453,12.0,Denali Brewing Company,Talkeetna,AK,west
350,709,0.058,46.0,929,Single Engine Red,Irish Red Ale,453,12.0,Denali Brewing Company,Talkeetna,AK,west
351,712,0.05,40.0,1210,Mirror Pond Pale Ale,American Pale Ale (APA),454,12.0,Deschutes Brewery,Bend,OR,west
352,713,0.052000000000000005,16.0,2550,Weissenheimer,Hefeweizen,57,12.0,Destihl Brewery,Bloomington,IL,south
353,714,0.049,22.0,2505,Abbey's Single (2015- ),Abbey Single Ale,57,12.0,Destihl Brewery,Bloomington,IL,south
354,715,0.063,76.0,2025,Vertex IPA,American IPA,57,12.0,Destihl Brewery,Bloomington,IL,south
355,716,0.05,12.0,2021,Here Gose Nothin',Gose,57,12.0,Destihl Brewery,Bloomington,IL,south
356,718,0.096,85.0,1888,Hoperation Overload,American Double / Imperial IPA,57,12.0,Destihl Brewery,Bloomington,IL,south
357,719,0.049,22.0,1887,Abbey's Single Ale (Current),Abbey Single Ale,57,12.0,Destihl Brewery,Bloomington,IL,south
358,720,0.044,45.0,2051,Bravo Four Point,American Pale Ale (APA),237,12.0,Devil's Backbone Brewing Company,Lexington,VA,south
359,721,0.052000000000000005,26.0,1201,Striped Bass Pale Ale,American Pale Ale (APA),237,12.0,Devil's Backbone Brewing Company,Lexington,VA,south
360,722,0.054000000000000006,27.0,924,Deadicated Amber,American Amber / Red Ale,491,16.0,Devil's Canyon Brewery,Belmont,CA,west
361,724,0.071,85.0,730,California Sunshine Rye IPA,American IPA,491,16.0,Devil's Canyon Brewery,Belmont,CA,west
362,725,0.07400000000000001,12.0,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16.0,Devil's Canyon Brewery,Belmont,CA,west
363,727,0.065,72.0,1795,Filthy Hoppin' IPA,American IPA,311,16.0,Dirty Bucket Brewing Company,Woodinville,WA,west
364,737,0.066,100.0,881,Hop Abomination,American IPA,496,12.0,Dry Dock Brewing Company,Aurora,CO,west
365,738,0.051,17.0,880,Apricot Blonde,Fruit / Vegetable Beer,496,12.0,Dry Dock Brewing Company,Aurora,CO,west
366,739,0.043,12.0,872,Dry Dock Hefeweizen,Hefeweizen,496,12.0,Dry Dock Brewing Company,Aurora,CO,west
367,740,0.058,49.0,871,Dry Dock Amber Ale,American Amber / Red Ale,496,12.0,Dry Dock Brewing Company,Aurora,CO,west
368,741,0.061,64.0,1685,Category 3 IPA,American IPA,340,12.0,Due South Brewing Company,Boynton Beach,FL,south
369,742,0.045,18.0,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12.0,Dundee Brewing Company,Rochester,NY,northeast
370,744,0.078,74.0,1382,Crank Yanker IPA,American IPA,369,16.0,Eddyline Brewery & Restaurant,Buena Vista,CO,west
371,749,0.078,74.0,395,Crank Yanker IPA (2011),American IPA,369,16.0,Eddyline Brewery & Restaurant,Buena Vista,CO,west
372,751,0.049,25.0,673,Dottie Seattle Lager,American Amber / Red Lager,516,16.0,Emerald City Beer Company,Seattle,WA,west
373,758,0.043,60.0,2292,Little Sister India Style Session Ale,American IPA,170,12.0,Everybody's Brewing,White Salmon,WA,west
374,759,0.062,80.0,1504,Country Boy IPA,American IPA,170,12.0,Everybody's Brewing,White Salmon,WA,west
375,760,0.049,23.0,2604,Blonde Czich,American Blonde Ale,26,16.0,Evil Czech Brewery,Mishawaka,IN,midwest
376,761,0.07,61.0,2432,White Reaper,Belgian IPA,26,16.0,Evil Czech Brewery,Mishawaka,IN,midwest
377,765,0.054000000000000006,48.0,1967,General George Patton Pilsner,Czech Pilsener,26,16.0,Evil Czech Brewery,Mishawaka,IN,midwest
378,771,0.05,32.0,1722,Iron Horse Pale Ale,American Pale Ale (APA),335,12.0,Fargo Brewing Company,Fargo,ND,midwest
379,772,0.045,19.0,1435,Stone's Throw IPA,Scottish Ale,335,12.0,Fargo Brewing Company,Fargo,ND,midwest
380,773,0.067,70.0,1434,Wood Chipper India Pale Ale,American IPA,335,12.0,Fargo Brewing Company,Fargo,ND,midwest
381,774,0.063,55.0,2089,Trail Head,American Pale Ale (APA),224,12.0,Fat Head's Brewery,Middleburg Heights,OH,midwest
382,775,0.07,80.0,2088,Hop Stalker Fresh Hop IPA,American IPA,224,16.0,Fat Head's Brewery,Middleburg Heights,OH,midwest
383,776,0.07,58.0,1455,Sudice American Stout,American Stout,405,16.0,Fate Brewing Company,Boulder,CO,west
384,777,0.05,20.0,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16.0,Fate Brewing Company,Boulder,CO,west
385,778,0.05,20.0,1453,Norns Roggenbier,Roggenbier,405,16.0,Fate Brewing Company,Boulder,CO,west
386,779,0.05,20.0,1452,Laimas Kölsch Style Ale,Kölsch,405,16.0,Fate Brewing Company,Boulder,CO,west
387,780,0.07,70.0,1451,Moirai India Pale Ale,American IPA,405,16.0,Fate Brewing Company,Boulder,CO,west
388,781,0.075,53.0,2191,Loki Red Ale,American Amber / Red Ale,201,16.0,Fearless Brewing Company,Estacada,OR,west
389,784,0.075,53.0,895,Loki Red Ale (2013),American Amber / Red Ale,201,16.0,Fearless Brewing Company,Estacada,OR,west
390,789,0.08199999999999999,80.0,1929,Second Fiddle,American Double / Imperial IPA,172,16.0,Fiddlehead Brewing Company,Shelburne,VT,northeast
391,790,0.055,30.0,1858,Hodad Porter,American Porter,172,16.0,Fiddlehead Brewing Company,Shelburne,VT,northeast
392,792,0.055,45.0,2590,Czech Yo Self,Czech Pilsener,36,12.0,Figueroa Mountain Brewing Company,Buellton,CA,west
393,793,0.048,20.0,1968,FMB 101,Kölsch,36,12.0,Figueroa Mountain Brewing Company,Buellton,CA,west
394,795,0.08,80.0,1664,Sobek & Set,American Black Ale,256,16.0,Finch's Beer Company,Chicago,IL,south
395,797,0.05,22.0,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16.0,Finch's Beer Company,Chicago,IL,south
396,799,0.08,72.0,935,Fascist Pig Ale,American Amber / Red Ale,256,16.0,Finch's Beer Company,Chicago,IL,south
397,804,0.045,47.0,2569,Easy Jack,American IPA,48,12.0,Firestone Walker Brewing Company,Paso Robles,CA,west
398,805,0.075,75.0,2463,Union Jack,American IPA,48,12.0,Firestone Walker Brewing Company,Paso Robles,CA,west
399,808,0.047,20.0,1733,805,American Blonde Ale,48,12.0,Firestone Walker Brewing Company,Paso Robles,CA,west
400,810,0.05,27.0,2284,Hinchtown Hammer Down,American Blonde Ale,16,16.0,Flat 12 Bierwerks,Indianapolis,IN,midwest
401,811,0.06,104.0,1610,Half Cycle IPA,American IPA,16,16.0,Flat 12 Bierwerks,Indianapolis,IN,midwest
402,814,0.071,60.0,608,Snake Dog IPA,American IPA,521,12.0,Flying Dog Brewery,Frederick,MD,south
403,815,0.047,28.0,607,Underdog Atlantic Lager,American Pale Lager,521,12.0,Flying Dog Brewery,Frederick,MD,south
404,817,0.07,70.0,2566,Flying Mouse 4,American IPA,50,12.0,Flying Mouse Brewery,Troutville,VA,south
405,822,0.05,18.0,2111,What the Butler Saw,Witbier,217,12.0,Forgotten Boardwalk,Cherry Hill,NJ,northeast
406,823,0.069,65.0,2110,1916 Shore Shiver,American IPA,217,12.0,Forgotten Boardwalk,Cherry Hill,NJ,northeast
407,835,0.07400000000000001,97.0,318,Vortex IPA,American IPA,206,16.0,Fort George Brewery,Astoria,OR,west
408,837,0.047,19.0,2661,Park,American Pale Wheat Ale,4,12.0,Fort Point Beer Company,San Francisco,CA,west
409,838,0.056,16.0,2660,Westfalia,American Amber / Red Ale,4,12.0,Fort Point Beer Company,San Francisco,CA,west
410,839,0.046,17.0,2659,KSA,Kölsch,4,12.0,Fort Point Beer Company,San Francisco,CA,west
411,840,0.063,42.0,2658,Villager,American IPA,4,12.0,Fort Point Beer Company,San Francisco,CA,west
412,841,0.085,50.0,2625,Dirty Bastard,Scotch Ale / Wee Heavy,15,12.0,Founders Brewing Company,Grand Rapids,MI,midwest
413,842,0.07200000000000001,65.0,1565,Centennial IPA,American IPA,15,12.0,Founders Brewing Company,Grand Rapids,MI,midwest
414,843,0.047,42.0,1223,All Day IPA,American IPA,15,12.0,Founders Brewing Company,Grand Rapids,MI,midwest
415,844,0.076,73.0,1874,El Chingon IPA,American IPA,287,12.0,Four Corners Brewing Company,Dallas,TX,south
416,845,0.057,40.0,1873,Block Party Robust Porter,American Porter,287,12.0,Four Corners Brewing Company,Dallas,TX,south
417,846,0.052000000000000005,20.0,1872,Local Buzz,American Blonde Ale,287,12.0,Four Corners Brewing Company,Dallas,TX,south
418,850,0.064,90.0,2610,The Gadget,American IPA,22,16.0,Four Fathers Brewing ,Valparaiso,IN,midwest
419,852,0.052000000000000005,17.0,2309,Sunbru Kölsch,Kölsch,160,12.0,Four Peaks Brewing Company,Tempe,AZ,west
420,853,0.06,21.0,1635,Kilt Lifter Scottish-Style Ale,,160,12.0,Four Peaks Brewing Company,Tempe,AZ,west
421,855,0.042,9.0,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,12.0,Four Peaks Brewing Company,Tempe,AZ,west
422,856,0.067,47.0,358,Hop Knot IPA,American IPA,160,12.0,Four Peaks Brewing Company,Tempe,AZ,west
423,857,0.06,21.0,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,12.0,Four Peaks Brewing Company,Tempe,AZ,west
424,860,0.05,28.0,2427,Suncaster Summer Wheat,American Pale Wheat Ale,105,12.0,Four String Brewing Company,Columbus,OH,midwest
425,861,0.057,36.0,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),105,12.0,Four String Brewing Company,Columbus,OH,midwest
426,862,0.07,70.0,2424,Big Star White IPA,American White IPA,105,12.0,Four String Brewing Company,Columbus,OH,midwest
427,864,0.069,69.0,1556,Batch 69 IPA,American IPA,253,12.0,Frankenmuth Brewery,Frankenmuth,MI,midwest
428,865,0.055,18.0,1208,Twisted Helles Summer Lager,Munich Helles Lager,253,12.0,Frankenmuth Brewery,Frankenmuth,MI,midwest
429,866,0.053,27.0,2527,OktoberFiesta,,66,12.0,Freetail Brewing Company,San Antonio,TX,south
430,867,0.065,33.0,2526,Texicali ,American Brown Ale,66,12.0,Freetail Brewing Company,San Antonio,TX,south
431,869,0.042,20.0,2524,Bat Outta Helles,Munich Helles Lager,66,12.0,Freetail Brewing Company,San Antonio,TX,south
432,871,0.042,10.0,2522,Rye Wit,Witbier,66,12.0,Freetail Brewing Company,San Antonio,TX,south
433,872,0.059,70.0,2521,Soul Doubt,American IPA,66,12.0,Freetail Brewing Company,San Antonio,TX,south
434,873,0.044,5.0,2520,Yo Soy Un Berliner,Berliner Weissbier,66,12.0,Freetail Brewing Company,San Antonio,TX,south
435,877,0.065,35.0,901,Harvest Ale,Saison / Farmhouse Ale,460,12.0,Fremont Brewing Company,Seattle,WA,west
